Nº;TITULO;Autor;Año;SignaturaLCC;LCCSeccion;LCCNumero;LCCCutter;Ejemplar;Observaciones
239;Comercio Electronico;Gary P. Schneider;2004;HF5548.32.S29;HF;5548.32;.S29;2;
240;Comercio Electronico;Gary P. Schneider;2004;HF5548.32.S29;HF;5548.32;.S29;3;
241;Guia Practica conoce y trabaja con Excel ;Empresa Editora Macro;2013;HF5548.4.M523;HF;5548.4;.M523;1;CAMBIAR CLASIFICACION
242;Analisis estadistico con Excel;Conrad Carlberg;2012;HF5548.4.M523.C17;HF;5548.4;.M523.C17;1;
243;Excel 2007 Avanzado Con aplicaciones Visual Basic y Macros;Jorge Campos Bayona;2008;HF5548.4.M523.C24;HF;5548.4;.M523.C24;1;
244;Excel Macros y VBA Edición revisada y actualizada 2010;Bill Jelen;2008;HF5548.4.M523.J36;HF;5548.4;.M523.J36;1;
245;Macros en Excel Con programacion VBA;Cesar Oceda Samaniego;2005;HF5548.4.M523.O28;HF;5548.4;.M523.O28;1;
246;Macros en Excel Con programacion VBA;Cesar Oceda Samaniego;2005;HF5548.4.M523.O28;HF;5548.4;.M523.O28;1;
247;Macros en Excel Con programacion VBA;Cesar Oceda Samaniego;2005;HF5548.4.M523.O28;HF;5548.4;.M523.O28;2;
248;Macros en Excel Con programacion VBA;Cesar Oceda Samaniego;2005;HF5548.4.M523.O28;HF;5548.4;.M523.O28;3;
249;Las macros en Microsoft EXCEL;Joan Pallerola Comamala;2007;HF5548.4.M523.P19;HF;5548.4;.M523.P19;1;
250;Macros con Excel 2007;Gail Perry;2010;HF5548.4.M523.P45;HF;5548.4;.M523.P45;1;
251;Excel Para contadores;Macro;2006;HF5548.4.M523.R97;HF;5548.4;.M523.R97;1;
252;Domine Microsoft OFFICE 2007;Francisco Pascual;2008;HF5548.4.M525.P27;HF;5548.4;.M525.P27;1;
253;Office 2016 Curso Práctico;Handz Valentin;2016;HF5548.4.M525.V21;HF;5548.4;.M525.V21;1;
254;OpenOffice.org2.x Todo lo que necesita saber sobre software libre;Carlos Hernan Gonzales C;2006;HF5548.4.O57.G71;HF;5548.4;.O57.G71;1;
255;OpenOffice.org2.x Todo lo que necesita saber sobre software libre;Carlos Hernan Gonzales C;2006;HF5548.4.O57.G71;HF;5548.4;.O57.G71;2;
256;Herramientas Informáticas para Arquitectos con Excel y Project Herramientas y planillas para  el desarrollo profesional del Arquitecto;Julian Salvarredy;2010;HF5549.12.S17;HF;5549.12;.S17;1;
257;De la universidad al puesto de trabajo  Estrategias y recursos para acceder al primer empleo;Gerardo Castillo Ceballos;2011;HF5549.C34;HF;5549;.C34;1;
258;Administración de recursos humanos;Idalberto Chiavenato;2000;HF5549.CH44;HF;5549;.CH44;1;
259;Administración de recursos humanos;Idalberto Chiavenato;2000;HF5549.CH44;HF;5549;.CH44;2;
260;Contabilidad Un enfoque practico;Leonel Cuellar D;2016;HF5625.C95;HF;5625;.C95;1;
261;Contabilidad Un enfoque practico;Leonel Cuellar D;2016;HF5625.C95;HF;5625;.C95;2;
262;Contabilidad Un enfoque practico;Leonel Cuellar D;2016;HF5625.C95;HF;5625;.C95;3;
263;Contabilidad Un enfoque practico;Leonel Cuellar D;2016;HF5625.C95;HF;5625;.C95;4;
264;Contabilidad Un enfoque practico;Leonel Cuellar D;2016;HF5625.C95;HF;5625;.C95;5;
265;Contabilidad;Charles T. Horngren;2010;HF5625.H76;HF;5625;.H76;1;
266;Contabilidad;Charles T. Horngren;2010;HF5625.H76;HF;5625;.H76;2;
267;Contabilidad;Charles T. Horngren;2010;HF5625.H76;HF;5625;.H76;3;
268;Contabilidad;Charles T. Horngren;2010;HF5625.H76;HF;5625;.H76;4;
269;Contabilidad;Charles T. Horngren;2010;HF5625.H76;HF;5625;.H76;5;
270;Contabilidad;Charles T. Horngren;2010;HF5625.H76;HF;5625;.H76;6;
271;Contabilidad;Charles T. Horngren;2010;HF5625.H76;HF;5625;.H76;7;
272;Contabilidad;Charles T. Horngren;2010;HF5625.H76;HF;5625;.H76;8;
273;Contabilidad;Charles T. Horngren;2010;HF5625.H76;HF;5625;.H76;9;
274;Contabilidad General Teoria y practica;Victor Enrique Marengo Matute;2016;HF5625.M26 T.1;HF;5625;.M26 T.1;1;
275;Contabilidad General Teoria y practica;Victor Enrique Marengo Matute;2016;HF5625.M26 T.1;HF;5625;.M26 T.1;2;
276;Contabilidad General Teoria y practica;Victor Enrique Marengo Matute;2016;HF5625.M26 T.1;HF;5625;.M26 T.1;3;
277;Contabilidad General Teoria y practica;Victor Enrique Marengo Matute;2016;HF5625.M26 T.1;HF;5625;.M26 T.1;4;
278;Contabilidad General Teoria y practica;Victor Enrique Marengo Matute;2016;HF5625.M26 T.1;HF;5625;.M26 T.1;5;
279;Contabilidad General Teoria y practica;Victor Enrique Marengo Matute;2016;HF5625.M26 T.2 ;HF;5625;.M26 T.2 ;1;
280;Contabilidad General Teoria y practica;Victor Enrique Marengo Matute;2016;HF5625.M26 T.2;HF;5625;.M26 T.2;2;
281;Contabilidad General Teoria y practica;Victor Enrique Marengo Matute;2016;HF5625.M26 T.2;HF;5625;.M26 T.2;3;
282;Contabilidad General Teoria y practica;Victor Enrique Marengo Matute;2016;HF5625.M26 T.2;HF;5625;.M26 T.2;4;
283;Contabilidad General Teoria y practica;Victor Enrique Marengo Matute;2016;HF5625.M26 T.2;HF;5625;.M26 T.2;5;
284;Plan Contable General Revisado Doctrin- Casuistica-Actividades por sectores;Carlos Paredes Reategui;2003;HF5625.P26 T.1;HF;5625;.P26 T.1;1;
285;Plan Contable General Revisado Doctrin- Casuistica-Actividades por sectores;Carlos Paredes Reategui;2002;HF5625.P26 T.2 ;HF;5625;.P26 T.2 ;1;
286;Plan Contable General Revisado Doctrin- Casuistica-Actividades por sectores;Carlos Paredes Reategui;2002;HF5625.P26 T.2;HF;5625;.P26 T.2;2;
287;Contabilidad para la toma de decisiones;Pascual Chavez Ackerman;2003;HF5651.CH533;HF;5651;.CH533;1;
288;Contabilidad para la toma de decisiones;Pascual Chavez Ackerman;2003;HF5651.CH533;HF;5651;.CH533;2;
289;Auditoria informatica Un enfoque practico 2da Edicion Ampliada y Revisada;Mario G. Piattini;2001;HF5667.12.A88;HF;5667.12;.A88;1;
290;Auditoria informatica Un enfoque practico 2da Edicion Ampliada y Revisada;Mario G. Piattini;2001;HF5667.12.A88;HF;5667.12;.A88;2;
291;Auditoria informatica Un enfoque practico 2da Edicion Ampliada y Revisada;Mario G. Piattini;2001;HF5667.12.A88;HF;5667.12;.A88;3;
292;Auditoria informatica Un enfoque practico 2da Edicion Ampliada y Revisada;Mario G. Piattini;2001;HF5667.12.A88;HF;5667.12;.A88;4;
293;Auditoria informatica Un enfoque practico 2da Edicion Ampliada y Revisada;Mario G. Piattini;2001;HF5667.12.A88;HF;5667.12;.A88;5;
294;Auditoria de seguridad informatica;Alvaro Gomez Vieites;2013;HF5667.12.G64;HF;5667.12;.G64;1;
295;Auditoria Un enfoque practico;Alberto de la Peña Gutierrez;2009;HF5667.P42;HF;5667;.P42;1;
296;Auditoria Un enfoque practico;Alberto de la Peña Gutierrez;2009;HF5667.P42;HF;5667;.P42;1;
297;Auditoria Un enfoque practico;Alberto de la Peña Gutierrez;2009;HF5667.P42;HF;5667;.P42;2;
298;Auditoria Un enfoque practico;Alberto de la Peña Gutierrez;2009;HF5667.P42;HF;5667;.P42;3;
299;Auditoria Administración y finanzas;Alberto de la Peña;2004;HF5667.P42A;HF;5667;.P42A;1;
300;Reingenieria de la audotoria informatica;Gustavo Adolfo Solis Montes;2002;HF5667.S66;HF;5667;.S66;1;
301;Software Contable Manual de usuario;Anonimo;2005;HF5679.S57;HF;5679;.S57;1;
302;Fundamentos de costos;Hernan Pabon Barajas;2010;HF5686.C6.P31;HF;5686;.C6.P31;1;
303;Fundamentos de costos;Hernan Pabon Barajas;2010;HF5686.C6.P31;HF;5686;.C6.P31;2;
304;Fundamentos de costos;Hernan Pabon Barajas;2010;HF5686.C6.P31;HF;5686;.C6.P31;3;
305;Fundamentos de costos;Hernan Pabon Barajas;2010;HF5686.C6.P31;HF;5686;.C6.P31;4;
306;Fundamentos de costos;Hernan Pabon Barajas;2010;HF5686.C6.P31;HF;5686;.C6.P31;5;
307;Contabilidad de costos Analisis para la toma de decisiones;Aldo S. Torres Salinas;2010;HF5686.C6.T75 ;HF;5686;.C6.T75 ;1;
308;Costos ABC ABM ABB Heramientas para incrementar  la rentabilidad y la competitividad empresarial;Mario Apaza Meza;2004;HF5686.C8.A64;HF;5686;.C8.A64;1;
309;Elaboracion de costos y presupuestos con S10 2005 para windows;Olger Ugarte Contreras;2006;HF5686.C8.U24;HF;5686;.C8.U24;1;
310;Elaboracion de costos y presupuestos con S10 2005 para windows;Olger Ugarte Contreras;2014;HF5686.C8.U24 ;HF;5686;.C8.U24 ;1;
311;Elaboracion de costos y presupuestos con S10 2005 para windows;Olger Ugarte Contreras;2006;HF5686.C8.U24;HF;5686;.C8.U24;2;
312;Elaboracion de costos y presupuestos con S10 2005 para windows;Olger Ugarte Contreras;2006;HF5686.C8.U24;HF;5686;.C8.U24;3;
313;Elaboracion de costos y presupuestos con S10 2005 para windows;Olger Ugarte Contreras;2006;HF5686.C8.U24;HF;5686;.C8.U24;1;
314;Matematicas financieras;Armando Mora Zambrano;2009;HF5691.M86F;HF;5691;.M86F;1;
315;Matematicas financieras;Jose Luis Villalobos;2012;HF5691.V66;HF;5691;.V66;1;
316;Matematicas financieras;Jose Luis Villalobos;2012;HF5691.V66;HF;5691;.V66;2;
317;Matematicas financieras;Jose Luis Villalobos;2012;HF5691.V66;HF;5691;.V66;3;
318;Matematicas financieras;Jose Luis Villalobos;2012;HF5691.V66;HF;5691;.V66;4;
319;Crystal reports V10;Gesvin Romero Moreno;2004;HF5719.R81;HF;5719;.R81;1;
320;Crystal reports V10;Gesvin Romero Moreno;2004;HF5719.R81;HF;5719;.R81;1;
321;505 Verdades publicitarias;Pedro Pratt Gaballi;2001;HF5823.P84;HF;5823;.P84;1;
322;Dinero, banca y mercados financieros;Jorge Fernandez Baca;2003;HG1586.F38;HG;1586;.F38;1;
323;Competitividad y desarrollo Evolucion y prespectiva reciente;German Alarco;2011;HG4026.A35;HG;4026;.A35;1;
324;Proyecto de Inversion Guia para su formulacion y evaluacion estrategica;Walter Andia Valencia;2014;HG4026.A59;HG;4026;.A59;1;
325;Proyecto de Inversion Guia para su formulacion y evaluacion estrategica;Walter Andia Valencia;2014;HG4026.A59;HG;4026;.A59;2;
326;Proyecto de Inversion Guia para su formulacion y evaluacion estrategica;Walter Andia Valencia;2014;HG4026.A59;HG;4026;.A59;3;
327;Proyecto de Inversion Guia para su formulacion y evaluacion estrategica;Walter Andia Valencia;2014;HG4026.A59;HG;4026;.A59;4;
328;Proyecto de Inversion Guia para su formulacion y evaluacion estrategica;Walter Andia Valencia;2014;HG4026.A59;HG;4026;.A59;5;
329;Analisis Finaciero Tecnicas para la toma de decisiones;James O. Gill;1994;HG4026.G4;HG;4026;.G4;1;
330;Finanzas corporativas;Stephen A. Ross;2000;HG4026.R84;HG;4026;.R84;1;
331;Project 2016;Luis Angulo Aguirre;2016;HG4515.A61;HG;4515;.A61;1;
332;Guia practica para la gestion de proyectos con responsabilidad social;Sara Elsa Elizondo;2012;HG4515.C34;HG;4515;.C34;1;
333;Guia practica para la gestion de proyectos con responsabilidad social;Sara Elsa Elizondo;2012;HG4515.C34;HG;4515;.C34;2;
334;Evaluacion de proyectos de inversion en la empresa;Nassir Sapag Chain;2005;HG4515.S22;HG;4515;.S22;1;
335;Evaluacion de proyectos de inversion en la empresa;Nassir Sapag Chain;2005;HG4515.S22;HG;4515;.S22;2;
336;Sistemas de control de gestion;Robert N. Anthony;2008;HJ2056.7.A62;HJ;2056.7;.A62;1;
337;Impuesto general a las ventas Manual operativo del contador;Carlos Bassallo Ramos;2006;HJ5715.P4.B26;HJ;5715;.P4.B26;1;
338;La experiencia digital en presente continuo;Guiomar Salvat Martinrey;2000;HM846.E97;HM;846;.E97;1;
339;Los dueños de la red Una historias politicas de internet;Pierre Mounier;2002;HM851.M88;HM;851;.M88;1;
340;Los dueños de la red Una historias politicas de internet;Pierre Mounier;2002;HM851.M88;HM;851;.M88;2;
341;Amnistia Internacional Informe 2006 El estado  de los derechos humanos en el mundo;Anonimo;2006;JC571.A52;JC;571;.A52;1;
342;Amnistia Internacional Informe 2006 El estado  de los derechos humanos en el mundo;Anonimo;2006;JC571.A52;JC;571;.A52;2;
343;Amnistia Internacional Informe 2006 El estado  de los derechos humanos en el mundo;Anonimo;2006;JC571.A52;JC;571;.A52;3;
344;Amnistia Internacional Informe 2006 El estado  de los derechos humanos en el mundo;Anonimo;2006;JC571.A52;JC;571;.A52;4;
345;GOBIERNO ELECTRONICO EN AMERICA LATINA Revision y Tendencia;Julian David Cortez Sanchez, Diego Fernando Cardona Madariaga;2015;JF1525.A8.C78;JF;1525;.A8.C78;1;
346;Informática y responsabilidad civil;Pablo Bolotnikoff;2004;K564.C6.B72;K;564;.C6.B72;1;
347;Derecho e Informatica;Universidad de Lima;2000;KG103.C65.C76;KG;103;.C65.C76;1;
348;Derecho de Personas e Informatica IDENTIDAD DIGITAL;Carlos A. Ferreyros Soto, Hortencia Elena Ferreyro Soto, David Mauricio Sanchez;2016;KHQ449.F43;KHQ;449;.F43;1;
349;Derecho de Personas e Informatica IDENTIDAD DIGITAL;Carlos A. Ferreyros Soto, Hortencia Elena Ferreyro Soto, David Mauricio Sanchez;2016;KHQ449.F43;KHQ;449;.F43;2;
350;Derecho de Personas e Informatica IDENTIDAD DIGITAL;Carlos A. Ferreyros Soto, Hortencia Elena Ferreyro Soto, David Mauricio Sanchez;2016;KHQ449.F43;KHQ;449;.F43;3;
351;Derecho de Personas e Informatica IDENTIDAD DIGITAL;Carlos A. Ferreyros Soto, Hortencia Elena Ferreyro Soto, David Mauricio Sanchez;2016;KHQ449.F43;KHQ;449;.F43;4;
352;Derecho de Personas e Informatica IDENTIDAD DIGITAL;Carlos A. Ferreyros Soto, Hortencia Elena Ferreyro Soto, David Mauricio Sanchez;2016;KHQ449.F43;KHQ;449;.F43;5;
353;Problematica Universitaria del Perú en el siglo XX;Gabino Herrera Centeno;2002;LA598.P87;LA;598;.P87;1;
354;Problematica Universitaria del Perú en el siglo XX;Gabino Herrera Centeno;2002;LA598.P87;LA;598;.P87;2;
355;Problematica Universitaria del Perú en el siglo XX;Gabino Herrera Centeno;2002;LA598.P87;LA;598;.P87;3;
356;Problematica Universitaria del Perú en el siglo XX;Gabino Herrera Centeno;2002;LA598.P87;LA;598;.P87;4;
357;Estudiar y aprender;Carlos E. Brizuela;2007;LB1049.B83;LB;1049;.B83;1;
358;Tecnicas de estudio e investigacion;Mavilo Calero Perez;2008;LB1049.C23;LB;1049;.C23;1;
359;Tecnicas de estudio e investigacion;Elva Anita Casas Pio;2006;LB1049.C32;LB;1049;.C32;1;
360;Como estudiar;Ron Fry;2009;LB1049.F86;LB;1049;.F86;1;
361;Como estudiar hoy;Hector Guerra;2010;LB1049.G86;LB;1049;.G86;1;
362;Como estudiar hoy;Hector Guerra;2010;LB1049.G86;LB;1049;.G86;2;
363;Gestión de la complejidad en las organizaciones  La estrategia frente a lo imprevisto y lo impensado;Jorge Etkin;2011;LB1062.6.E94;LB;1062.6;.E94;1;
364;El concepto de competencias desde la complejidad  Hacia la construccion de competencias educativas;Magalys Ruiz Iglesias;2010;LB1062.6.R93;LB;1062.6;.R93;1;
365;La revolución contemporánea del saber y la  complejidad social hacia unas ciencias sociales de nuevo tipo;Pedro Luis Sotolongo Codina;2006;LB1062.6.R93;LB;1062.6;.R93;1;
366;Incrementar el aprendizaje estudiantil en America Latina  El desafió para el siglo XXI;Emiliana Vegas;2008;LB1062.6.V39;LB;1062.6;.V39;1;
367;La evaluación y acreditación de la calidad en las  leyes de educación superior de América Latina;Martin Guadalupe Inga;2006;LB2331.65.L29.G85;LB;2331.65;.L29.G85;1;
368;La evaluación y acreditación de la calidad en las  leyes de educación superior de América Latina;Martin Guadalupe Inga;2006;LB2331.65.L29.G85;LB;2331.65;.L29.G85;2;
369;Enseñanza y didáctica universitaria Discurso  y formación documental del estudiante;Maria V. Alzate Piedrahita;2009;LB2331.A51;LB;2331;.A51;1;
370;Gobierno de las Universidades de America  Latina Derecho universitario comparado;David Velasquez Silva;2005;LB2341.8.L37.V39;LB;2341.8;.L37.V39;1;
371;Gobierno de las Universidades de America Latina  Derecho universitario comparado;David Velasquez Silva;2005;LB2341.8.L37.V39;LB;2341.8;.L37.V39;2;
372;Nuevas tendencias en gestion universitaria;David Velasquez Silva;2004;LB2341.V39;LB;2341;.V39;1;
373;Nuevas tendencias en gestion universitaria;David Velasquez Silva;2004;LB2341.V39;LB;2341;.V39;2;
374;Manual de Investigacion Universitaria Pautas  para la planificación de una tesis;Walter Andia Valencia;2017;LC88.A1.A59;LC;88;.A1.A59;1;
375;Manual de Investigacion Universitaria  Pautas para la planificación de una tesis;Walter Andia Valencia;2017;LC88.A1.A59;LC;88;.A1.A59;2;
376;Manual de Investigacion Universitaria  Pautas para la planificación de una tesis;Walter Andia Valencia;2017;LC88.A1.A59;LC;88;.A1.A59;3;
377;Manual de Investigacion Universitaria  Pautas para la planificación de una tesis;Walter Andia Valencia;2017;LC88.A1.A59;LC;88;.A1.A59;4;
378;Manual de Investigacion Universitaria  Pautas para la planificación de una tesis;Walter Andia Valencia;2017;LC88.A1.A59;LC;88;.A1.A59;5;
379;Los estudiantes indigenas amazonicos de la UNMSM;Anonimo;2005;LE66.L74.E92;LE;66;.L74.E92;1;
380;Los estudiantes indigenas amazonicos de la UNMSM;Anonimo;2005;LE66.L74.E92;LE;66;.L74.E92;2;
381;Los estudiantes indigenas amazonicos de la UNMSM;Anonimo;2005;LE66.L74.E92;LE;66;.L74.E92;3;
382;Los estudiantes indigenas amazonicos de la UNMSM;Anonimo;2005;LE66.L74.E92;LE;66;.L74.E92;4;
383;Los estudiantes indigenas amazonicos de la UNMSM;Anonimo;2005;LE66.L74.E92;LE;66;.L74.E92;5;
384;Los estudiantes indigenas amazonicos de la UNMSM;Anonimo;2005;LE66.L74.E92;LE;66;.L74.E92;6;
385;Los estudiantes indigenas amazonicos de la UNMSM;Anonimo;2005;LE66.L74.E92;LE;66;.L74.E92;7;
386;ipod & iTunes;Jesse David Hollington;2011;LM74.4.148.H71;LM;74.4.148;.H71;1;
387;Metodologia de la Investigacion Desarrollo de la inteligencia;Maurice Eyssautier de la Mora;2006;Q180.55.M4.E98;Q;180.55;.M4.E98;1;
388;Metodologia de la Investigacion ;Roberto Hernandez Sampieri;2014;Q180.55.M4.H43;Q;180.55;.M4.H43;1;
389;Medotologia de la investigacion;Roberto Hernandez Sampieri;2010;Q180.55.M4.H45;Q;180.55;.M4.H45;1;
390;Medotologia de la investigacion;Roberto Hernandez Sampieri;2010;Q180.55.M4.H45;Q;180.55;.M4.H45;2;
391;Programacion grafica con LabVIEW;Ruben Galeas Arana;2011;Q185.G14;Q;185;.G14;1;
392;LabVIEW Entorno grafico de programacion;Jose Rafael Lajara Vizcaino;2007;Q185.L17;Q;185;.L17;1;CAMBIAR CLASIFICACION
393;Introduccion a la teoria general de sistemas;Johansen;2008;Q295.J67;Q;295;.J67;1;
394;Problemas resueltos de teoria de sistemas;Roberto Sanchis Llopis;2007;Q295.S21;Q;295;.S21;1;
395;Inteligencia Artificial y derecho;Daniele Bourcier;2003;Q335.B77;Q;335;.B77;1;
396;INTELIGENCIA ARTIFICIAL, Fundamentos, practica y aplicaciones;Alberto Garcia Serrano;2010;Q335.G24;Q;335;.G24;1;CAMBIAR CLASIFICACION
744;Inteligencia artificial Fundamentos , practica y aplicaciones;Alberto Garcia Serrano;2010;Q335.G24;Q;335;.G24;1;
397;INTELIGENCIA ARTIFICIAL, Fundamentos, practica y aplicaciones;Alberto Garcia Serrano;2010;Q335.G24;Q;335;.G24;2;CAMBIAR CLASIFICACION
745;Inteligencia artificial Fundamentos , practica y aplicaciones;Alberto Garcia Serrano;2010;Q335.G24;Q;335;.G24;2;
398;Artificial Intelligence for Humans, Fundamental Algorithms;Jeff Heaton;2013;Q335.H31 V. 1;Q;335;.H31 V. 1;1;
399;Inteligencia Artificial Tecnicas, metodos y aplicaciones;Jose T. Palma Mendez;2008;Q335.I61;Q;335;.I61;1;
400;Inteligencia Artificial Tecnicas, metodos y aplicaciones;Jose T. Palma Mendez;2008;Q335.I61;Q;335;.I61;2;
401;Inteligencia Artificial Tecnicas, metodos y aplicaciones;Jose T. Palma Mendez;2008;Q335.I61;Q;335;.I61;3;
402;Inteligencia Artificial Tecnicas, metodos y aplicaciones;Jose T. Palma Mendez;2008;Q335.I61;Q;335;.I61;4;
403;Inteligencia Artificial Tecnicas, metodos y aplicaciones;Jose T. Palma Mendez;2008;Q335.I61;Q;335;.I61;5;
404;Inteligencia Artificial Tecnicas, metodos y aplicaciones;Jose T. Palma Mendez;2008;Q335.I61;Q;335;.I61;6;
405;BIOINFORMATICA Simulacion, vida artificial e inteligencia artificial;Rafael Lahoz-Beltra;2004;Q335.L11;Q;335;.L11;1;
406;Inteligencia artificial Una nueva sintesis;Nils J. Nilsson;2001;Q335.N57;Q;335;.N57;1;
407;Inteligencia artificial Una nueva sintesis;Nils J. Nilsson;2001;Q335.N57;Q;335;.N57;1;
408;Inteligencia Artificial e Ingenieria del Conocimiento;Gonzalo Pajares Martinsanz;2006;Q335.P18;Q;335;.P18;1;
409;Inteligencia Artificial e Ingenieria del Conocimiento;Gonzalo Pajares Martinsanz;2006;Q335.P18;Q;335;.P18;10;
410;Inteligencia Artificial e Ingenieria del Conocimiento;Gonzalo Pajares Martinsanz;2006;Q335.P18;Q;335;.P18;2;
411;Inteligencia Artificial e Ingenieria del Conocimiento;Gonzalo Pajares Martinsanz;2006;Q335.P18;Q;335;.P18;3;
412;Inteligencia Artificial e Ingenieria del Conocimiento;Gonzalo Pajares Martinsanz;2006;Q335.P18;Q;335;.P18;4;
413;Inteligencia Artificial e Ingenieria del Conocimiento;Gonzalo Pajares Martinsanz;2006;Q335.P18;Q;335;.P18;5;
414;Inteligencia Artificial e Ingenieria del Conocimiento;Gonzalo Pajares Martinsanz;2006;Q335.P18;Q;335;.P18;6;
415;Inteligencia Artificial e Ingenieria del Conocimiento;Gonzalo Pajares Martinsanz;2006;Q335.P18;Q;335;.P18;7;
416;Inteligencia Artificial e Ingenieria del Conocimiento;Gonzalo Pajares Martinsanz;2006;Q335.P18;Q;335;.P18;8;
417;Inteligencia Artificial e Ingenieria del Conocimiento;Gonzalo Pajares Martinsanz;2006;Q335.P18;Q;335;.P18;9;
418;Inteligencia artificial Con aplicaciones a la ingenieria;Pedro Ponce Cruz;2010;Q335.P77;Q;335;.P77;1;
419;Inteligencia artificial Con aplicaciones a la ingenieria;Pedro Ponce Cruz;2010;Q335.P77;Q;335;.P77;2;
420;Inteligencia artificial Con aplicaciones a la ingenieria;Pedro Ponce Cruz;2010;Q335.P77;Q;335;.P77;3;
421;Inteligencia artificial Con aplicaciones a la ingenieria;Pedro Ponce Cruz;2010;Q335.P77;Q;335;.P77;4;
422;Inteligencia artificial Con aplicaciones a la ingenieria;Pedro Ponce Cruz;2010;Q335.P77;Q;335;.P77;5;
423;Inteligencia Artificial Un enfoque Moderno;Stuart Russell;2004;Q335.R96;Q;335;.R96;1;
424;Inteligencia Artificial Un enfoque Moderno;Stuart Russell;2004;Q335.R96;Q;335;.R96;2;
425;Inteligencia Artificial Un enfoque Moderno;Stuart Russell;2004;Q335.R96;Q;335;.R96;3;
426;Inteligencia Artificial Un enfoque Moderno;Stuart Russell;2004;Q335.R96;Q;335;.R96;4;
427;Inteligencia Artificial Un enfoque Moderno;Stuart Russell;2004;Q335.R96;Q;335;.R96;5;
428;Inteligencia Artificial Un enfoque Moderno;Stuart Russell;2004;Q335.R96;Q;335;.R96;6;
